!an ttttt  H n c Gtttttt qqqqqcn qqqqq ntt      qqqqqqq      qqqqqq
!qqqb   ttttttt Gzt qqqqqqqqqqqqqqqqqqq  ttttttt             qqqq a
!qqqq  d kdqqqtttttqqqqqqqqqqqqqqqqqqqqqqqqqq  ttttttt        qqqqa
!qqqq Iycn qyyqcet qqqqqqEqqqqqqqqqFqqqqqqqqqq       ttttt    qqqqa
!qqqqqqqqzzzqqqq tG qqqqqqqqqqDqqqqqqqqqqqqqqq        G  t     qq a
!qqqqqqqqqqqqqqqctttttqqqqqqqqqqqqqqqqqqq   E            t        a
!qqqqqqqqqqqqqqqqqqq tn qqqqqqqqqqqqqq                   tttttt   a
!qqqqqqqqqqqqqqqqqqq t dqqqqqqqqqqqqqq  G D    qqqq           tt  a
!qqqqqqqqqqqqqqqqqqqqt cqqqqqqqqqqqqqqq       qqqqqqq      E   t  a
!qqqqqqqqqqqqqqqqqqqqtt  qqqqq  qqqqqqqq G  F qqqqqqqq      F  tttt
!qqqqqqqqqqqqqqqqqqqq ttn qqqqq  qqqqqqq       qqqqqqqq         qqq
!qqqqqqqqqqqqqqqqqqqqq t  qqqqq qqq  G         qqqqqqqq        qqqq
!qqqqqqqqqqqqqqqqqqqqq t   qqqqqqqq         qqqqqqqqq         qqqqq
!qqqqqqqqqqqqqqqqqqqq Gtt qqqqqqqqqqG  E    qqqqqqqq          qqqqq
!qqqqqqqqqqqqqqqqqqq    t qqqqqqqqqqq   G     qqqqqq     G     qqqq
!qqqqqqqqqqqqqqqqqqq  G t  qqqqqqqqqq           qqq             qqq
!qqqqqqqqqqqqqqqqqqqqG  t  qqqqqqqqqqq       qq    D            qqq
!qqqqqqqqqqqqqqqqqqqqq  te   qqqqqqqqqqqq   qqqqq        qq G  qqqq
!qqqqqqqqqqqqqqqqqqqqq tttttt qqqqqqqqqqqq  qqqqq        qqq   qqqq
!qqqqqqqqqqqqqqq       t  qqt  qqqqqqqqqqqqqqqqq        qqqqqqqqqqq
!qqqqqqqqqqqqqq  ttttttt qqqt  qqqqqqqqqqqqqqqqqqq      qqqqqqqqqqq
!qqqqq  qqqqq    t  qqq nqqqtt  qqqqq  qqqqqqqqqqqq       qqqqqqqqq
!qqqqq   qqq  n tt qqqqqqqqq tt qqqqq   qqqqqqqqqqqqqq     qqqqq  a
!qqqq  F       tt  qqqqqqqqq  t qqqqq G  qqqqqqqqqqqqq      qqqq  a
!qqq  E       tt qqqqqqqqqqqq t qqqqqq n qqqqqqqqqqqq       qqqq  a
!a      Fqqq  t  qqqqqqqqqqqq t qqqqqqq Dqqqqqqqqqq         qqq   a
!a  D qqqqqqq td qqqqqqqqqqq  t  qqqqqq   qqqqqqq           qq    a
!qq  qqqqqqqq t qqqqqqqqqqqqn t  qqqqqqq  qqqqqqq   E           ÚÄÄ
!qqqqqqqqqqq ttqqqqqqqqqqqqqq t  qqqqqqqqqqqqqqq         ÚÄÄÄÄÄÄÙ s
!qqqqqqqqqq  t qqqqqqq qqqqqq tt  qqqqqqqqqqqqqq        ÚÙÉÍÍÍÍ¸  s
!qqqqqqqqqq tt qqqqqq  qqqqq   t  qqqqqqqqqqqqqqqq     ÚÙÉ¼m   ÔÍÍÍ
!qqqqqqqqqq t  qqqqqqqqqqqqqqq tt  qqqqqqqqqqqqqqq    ÚÙÉ¼   b    a
!qqqqqqqqq  t   qqqqqqqqqqqqqq  t  qqqqqqqqqqqq       ÔÍ¼   m n   a
!qqqqqqqq   t D   Eqqqqqqqqqq  dt qqqqqqqqqqqqq       n           a
!qqqqqqqq  ttqqq D qqqqqqqqqq  tt qqqqqqqqqqq                     a
!qqqqqqqq tt qqqq  qqqqqqqqqqq t  qqq    qqq       wwwwwww      www
!qqqqq    t qqqqqqqqqqqqqqqqqq t qqqqq            wwwwwwwwww  wwwww
!qqq   qq tqqqqqqqqqqqqqqqqqq  t qqqqqqqqqq      wwwwwwwwwwwwwwwwww
!qqq  qqq tqqqqqqqqqqqq  qqqqq t   qqqqqqqq     wwwww i wwwwwwwwwww
!qq   qqqttqqqqqqqqqqq   qqqq  tt   qqqq       wwwww .u.D wwwwwww a
!a  qqqq t qqq   qq       qqq   tt        wwwwwwwww  ...          a
!a  qqqq t  qq            qq     tt      wwwwwwwww UUUWWW         a
!a   qqq t     qqq     qq         tt    wwwwwwwww            -    a
!a   qqq tt G  qqqq   qqq      qq  tt   wwww                      a
!a  qqqqq t    qqqq   qqq      qqq  tt q565q    rrrrrrrrrrrrrr    a
!qqqqqqqq t    qqq   qqqqq     qqq   ttq555q  rrr            r    a
!qqqqqqqq tt  qqqq   qqqqqq   qqq  ?   q545q  r    t       t r    a
!qqqqqqq   t  qqq    qqqqqqq  qqq       www   r    t   t   t r    a
!qqqqqq  F t   qq   qqqqqqqq   qqqq    wwww   rc  Ot  Nt  Rt      a
!qqqqqq    t       qqqqqqq     qqqqq  wwwww  rrttttttttttttt      a
!qqqqqqqq  tt E   qqqqqqqq  G   qqqq wwwww   rcncdt   t   t       a
!qqqqqqqqqq t     qqqqqqqq  EF  qq   wwww    r    t   t   t   O   a
!qqqqqqqqqq ttt    E qqqq  D D       www    rr    t   t  Nt       a
!qqqqqqqqq    t D     qqq  E tttttttt585tttttr   Pt  Sttttttttt   a
!qqqqqqqq E F ttttE   qq ttttt     i www    ttttttttttt   t       a
!qqqqqqqq   qq   ttttttttt          wwww    rrrrr         t       a
!qqqqqqq   qqqqqqq         qqqqq   wwwww   Q....rrr   R   t   P   a                        a
!qqqqqqq   qqqqqqq  qqqqqqqqqqqq   wwww                   t       a      Uiat
!aaaaaaaaaaaqqqqqqaaqqqqqqqqqqqqqaawwwaaaaaaaaaaaaaaaaaaaaaaaaaaaaa

$D0 E0 T20 N02  M7    lev3  wiocha na wioche....."wybrzeze"
!wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
!wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
!wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwUWUW        a
!wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww          r UWt        a
!a       wwwwwwwwwwwwwww     wwwww                  rr   t   R    a
!a     m     wwwwwww                        www     r    ttttttttta
!a    jpj     wwwww                 www  wwwwww     r        t    a
!a   m.l.m    wwww               wwwwwwwwwwwww    rrr    t   t    a
!a    j.j      www              wwwwwwwwwwwwww    r     Rt  Nt  O a
!a             wwww            wwwwwwwwwwwww      r      ttttttttta
!a             wwwww     A     wwwwww   wwww      r           t   a
!a              wwww    G   A Bwwww      www      r           t   a
!a     wwww      www      C  ACB C       www      r           t   a
!a  wwwwwww      www     B CBA A         wwww         R       t  Sa
!a  wwwww        wwww  AC AAC B          wwwww              . tttta
!a  www     -    wwwww   CB B C           wwww             Q      a
!a                wwww     C A             wwwww   ww             a
!ttttt             585    A                wwwwwwwwwwwwwwww       a
!a   t             www                      wwwwwwwwwwwwwwwww     a
!a   t             wwww                       wwwwwwwwwwwwwwww    a
!a   tt            wwwww                       ww       Awwwww    a
!a    t             wwwww                            CB   wwww    a
!a    t       CA     wwwww                              A wwwww   a
!a    tt        B     wwww                          B C    wwwww  a
!a     t       C A     www                                  wwwwwww
!a     tttttt          wwww           ttttt   tttt           wwwwww
!a          t          wwwww         tt   ttttt  ttttt        wwwww
!a          t           wwwww        t               tttt       www
!a          tttttt       wwww        t       c  d       tt        a
!a               t       wwwww       t        dgnG       tt    tttt
!a               t        wwwww     tt         cdc        tttttt  a
!a         D     t         wwww     t                             a
!a      F h      t          www     t                        B    a
!a       .u.     tt         www     t                          C  a
!a                t         www     t       A              A      a
!a                tt      wwwww    tt     CB                 B  A a
!a                 t     wwwwww    t                    C         a
!a       ?        qqqwwwwwwww      t                 B   CAB  CC  a
!a          wwwwww222wwwwwww      tt           ACD  A  B  CA B F Aa
!a          wwwwww123wwwwww       t        CB C B CB F   A BC C B a
!a         wwwwwww222w            t         A BA  h   ACB  A   A  a
!a        wwwww   qqq             t       AC A   hoh  F   D BC  D a
!a      t wwww     t             tt     B  B  CBj...j   C A  BCC  a
!a     tt www      tttt       C  t        C CAF   f   AB B  A A   a
!a   Rtt  www         tttt   A   t        A A C D f A  CA C  F  C a
!a   tt   www            t       t         B A AB fAB A  B CB A   a
!a  tt    wwww           t e  tttt          A CB A C  E C A CAB B a
!a  t     wwwww          tttttt                     A  B A        a
!a  t      wwwww          t           C B             C     A     a
!a  t   P   wwww          tt           F A                    B   a
!a  tt      wwww           tt        CB                           a
!a   tt    wwwww            tt                                    a
!a    t   wwwww              tt                                   a
!a    t  Nwwww                t                                   a
!a   Ot   wwww        C       t                       t           a
!a   tt   www        F   A    t               =       t           a
!a  tt    wwww        B       tt                      t           a
!a  t     wwwww                t A                  H t  I        a
!a  t      wwww        CB      t                   ttttttttt      a
!a  t  O   wwww                t                     zy    z      a
!a  tt     www        A        tt     C     A                     a
!a         www     A      C     t         C                     B a
!a        wwww       C  CA B    tt   B  A  BBC                    a
!a       wwwww        B  C       t  A CB C  A  AB             CA  a                        a
!a       wwww       BA  B  AA    t   A  BA    C                   a      Uiat
!aaaaaaaawwwwaaaaaaaaaaaaaaaaaaaataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa

Ô Õ º ½ Ä ¸ ³ Í ¼ Ô Ú ·
$D0 E0 T20 M6 P8 lev4   wiocha na trzy wiochy...."3 wiochy"
!aaaaataaaaaaaaaaaaaaaaaaaaaaaawwwwaaaaaaaaaaaaaaaaaaaaEEGaaaaaaaaa
!a    tUWUWUW   E               www    E   D     F   a ACAFA  ili a
!a    t          DF D           www   D FE   F E  E   G BCEG  o/o a
!a    t           E F           wwww E E   E DD F   a   EFEDF     a
!a   Pt  N      D  D            wwwww  FD D F F  D       EDBCCA   a
!ttttttttttt  F  F  E            wwww E  F ED  E          ACABCAEFa
!a          ED E D      ttttt   q5665q  DE  E F            DEFABCDa
!a         EF FD      ttt   ttttq5555q    FD D  F             FDAAB
!a F    R D E        tt         q5445q  D   E E           n       a
!a  E    E       ttttt    ?      wwww  E FEF F             b nd   a
!aD  GE F  F    tt              wwww F  D  F             c dn     a
!a  F          tt              wwwww  FE        G         c dc    a
!a           ttt               wwww                F    n  n gd   a
!a           t     F           www          qqq  G         d  n   a
!a          tt   DE            www        qqqqqq             c    a
!a         tt  F   D          wwww      qqqqqqqqq                 a
!a        tt    G            wwwww      qqqqqqqqqq                a
!a      ttt                 wwwww  ÚÄÄ·  qqqqqqqqq                a
!a      t     rrrrrrrrrwwwwwwwwwwÚÄÙ  Ó· qqqqqqqqqq               a
!a     tt     r       wwwwwwwwwwE³   ÉÍ¼qqqqqqqqqqq               a
!a    tt      r t    wwwwwwwww m Ô¸ÉÍ¼ qqqqqqqqqqq             F  a
!a   tt       r t    wwww=    c n Ô¼  qqqq  qqqqqq G         DE   a
!a  tt    rrrrr t  P  www           a qqqq   qqqqqqq  F           a
!tttt     r     ttttt www            a qq  G  qqqqqqq             a
!a et     r      t    wwww       H        qqq   qqqqq          D  a
!a  tt    r      t    wwwww   ttttt      qqqq   qqqq              a
!a   t    rk     t  O  wwww    yzzy    k qqq  G qqq   G           a
!a   t    r     Nttttt  www             qqqq                      a
!a   tt   r tttttt     wwww             qqqqqqq                   a
!a    t   rr  t       wwwww              qqqqqqqq              E  a
!a    t    r  t      wwwww                qqqqqqqq            D   a
!a   tt    r  t   S  wwww                  qqqqqqq              F a
!a   t     r  ttttt  www                   qqqqqq   E        E    a
!a   t     rrrt rrrrrwwww                   qqq                 ttt
!a   tt       t      wwwww              wwwwww  F DE           tt a
!a    tt      tt      wwwww      n     wwwwwwww  E            tt  a
!a     ttt     t       wwwwwwww  cd  wwwwwwwwwww    F        tt   a
!a       tt   tt        wwwwwwwww cwwwwwww  wwwww           tt    a
!a        tt  t         wwwwwwwwwwwwwwwww     wwww         tt     a
!a         tttt         wwww  wwwwwwwww     a wwwww        t      a
!a            tt        wwww   wwwwwwF   j     wwwww       t      a
!a    -        tt       www        D  D joj   D wwww      tt      a
!a              t      wwww      F  EE j.l.j E  Fwww     tt       a
!a              t     wwwww       D F   iui D E  wwwww   t        a
!a             tt     wwww           E   f E U FF wwwww qqq       a
!a            tt      www              %           wwwww222www    a
!a      E  D  t       www            DD   U D       wwww123wwww   a
!a       FD F ttt     www         E  F  F E         wwww222wwwwwwww
!a  qqqq  E  E  tt    wwww          E E  D UEF          qqq wwwwwww
!qqqqqqqqq  G DE tttt  www           D  E ED             t   wwwwww
!qqqqqqqqqqqqq  F   tttwwwttt     D   F         D       tt     G  a
!qqqqqqqqqqqqqqqqq D  wwwww tt                   E     tt   E     a
!a       qqqqqqqqqqq wwwwwww tt               F       tt   D  F   a
!a. rrrrr   qqqqqqqq wwwwwww  tt                      t  W  D     a
!a   ..trrrrrr qqqqqwwwwwwww G tt                    tt  E E  DF  a
!a     t     r  qqq wwwwwww qqq tt                  tt    F E   D a
!a     t     r      wwwwww qqqq  t                ttt  EW  D  E   a
!a     t     r       wwww qqqq   t  D             t  D  ED  FE F  a
!a     t   R rrrrrr  wwwww qqqqG tt               t    F  E   F E a
!a    Qttttttt    r   wwww  qqqqq tt              tt  W DD  DE D  a
!a ttttt     t    r   www     qqq  tt F            tt  F  F E F   a
!a     t     t   Or   ww          D t            E  t   E  E D  D a
!a     t     t    r        G    F  Ett          D F tt    DE   E  a
!a    St    Nt    r           G  DF  tt    i   a     t  DD  FE    a                        a
!a     t     t k  r                D Ft  F      E  E t    F    F  a      Uiat
!aaaaaataaaaataaaaraaaaaaaaaaaaaaaaaaataaaaaaaaaaaaaataaaaaaaaaaaaa

Ô Õ º ½ Ä ¸ ³ Í ¼ Ô Ú ·
$D0 E1 T04 M8 N03 *Enryk Bald* lev5 "ostatnia"
!qqqqqqqqqaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaataaqqqqqqaaaaa
!q=qqqqqq      qqq                            qqqq   t  qqqqqq  WUa
!qqqqqqq     qqqqqqq G   wwww                qqqqqq  t qqqqqqqq UWa
!a qqqq      qqqqqqqq   wwwwww              qqqqqqq  t qqqqqqqqqWUa
!a  qqq        qqqqqq   wwwwwww            qqqqqqq  tt  qqqqqqqq  a
!a         H G qqqqqq     wwwwww           qqqqq   tt   qqqqqqqq  a
!a     tttttqqqqqqqqqq     wwwww            qqqqG  t   qqqqqqq    a
!a    It   qqqqqqqqqqq      www  h                tt   qqqqq  G   a
!a qqqqt 0qqqqqqqqqq            hoh              tt  G  qqq       a
!a qqqqy yqqqqqqq    G         j...j        Z   tt                a
!a qqq  G  qqqq                 m m             t                 a
!a qq     G                      f            tttt                a
!a          F                                tte tttt             a
!a                                  ÚÄ·     tt      tt            a
!a                               n ÚÙÉ¼    tt   www  tt           a
!a                               mÚÙÉ¼   ttt   wwwww  tt          a
!a                F      E     dÚÄÙ º   tt    wwwwwww  ttt        a
!a                    F      D ÚÙ nÉ¼   t   wwwwwwwww    t W      a
!a           E   D E     D  F  ³m É¼    t   wwwwwwww     t D  F D a
!a        D    F    EUFF #E  EÚÙ É¼    tt    wwwwww      t  ED E Ea
!a           ED EWF  D E F  F ³ dºb   ttU   wwwwwww     ttF#  FE  a
!a      D  FEZ F D EF D ED E ÚÙcÉ¼   tt  U wwwwwwwww    t  E D F Da
!a        E  E  E D  E F  D  Ô¸É¼   tt U wwwwwwwwwww    t D  FF E a
!a       E DF DD E  D   DE FF Ô¼    t  wwwwwwwwwwww    tt W E  D  a
!a        F  F       ED E F FE FF   t  wwwwwwwwwww    tt  D  F   Ea
!a                  F  F D E  D    tt  wwwwwwwwww     t    E wwwwww
!a           ttt      F EFE D EF   t    wwwwww       tt     wwwwwww
!ttt      tttt       E D www E     t     www        tt     wwwwwwww
!a tt    tt             wwwwww     t    wwww       tt     wwwwww  a
!a  tttttt            wwwwwwww     tt  wwwww      tt     wwwww    a
!a  t    ttttt        wwwwwwwww     t wwwww       t      wwww     a
!a  t   n    tttt     wwwwwwwww     ttwwww        t     wwwww     a
!a  t  m  Ú· U  ttt   wwwwwwwww      wwwwtttt    tt    wwwww      a
!a  tt   ÚÙÓÄ·   Utt  wwwwwwwwww    wwwww   tt  tt     wwww       a
!a   t  ÚÙÚ·É¼  #  tt  wwwwwwwwwwwwwwwww     tttt      www       Ea
!a   t  ³b³ºº       t  wwwwwwwwwwwwwwwww      et       www      D a
!a  tt  Ô¸Ô¼º b         wwwwwwwwwwwwww        tt      wwww    FF  a
!a  t    Ô¸ ÓÄ·         wwwwwwwwwwwwww       tt      wwwww      E a
!a  t     Ô¸ cÓ·        wwwwww              tt      wwwww     D   a
!a  tt     Ô¸ mº     tttwww               ttt    wwwwwww          a
!a   t      ³ÉÍ¼   ttt  www              tt    wwwwwwww        E  a
!a   tt     Ô¼ ttttt    wwwwwwww    ww   t   wwwwwwwww     F      a
!a    tt      tt       wwwwwwwwww  wwww qqq wwwwwww             F a
!a     tte tttt        wwwwwwwwwwwwwwwww222wwwwwww       E   G    a
!a      tttt           www   wwwwwwwwwww123wwwww           D   E  a
!a       t            wwww D   wwwww  ww222www                    a
!a       t           wwwww .F           qqq                   D   a
!a      tt          wwwww  iu.                                    a
!a     tt           wwww E  ..                                    a
!a    tt           wwwww                 -                        a
!a    t            wwww                                           a
!a    t            www                                            a
!a    t            www        E           ?                 N     a
!a    tt           www                                tttttttttt  a
!a     t    F     wwww      D                    tttttt   t       a
!a F   t         wwwww                           t    t   t       a
!a  WE t   EW D wwwww                            t    t   t       a
!a DDU t EU F  wwwww                       k    Rt  S t  Pt   O   a
!a   F t   D Fwwww   E                          ttttttttttt       a
!aED  D  FEDGEwwww                              t    t    tttttt  a
!aD EE EGDF Dwwwww  rrrrrrr                     t    t    t       a
!aEGDDGFEh F wwww   r"   "r                 .   t    t    t       a
!a E EE h h  wwwC   r rrr r                 .  Qt   Ot   Rt   N   a
!a  D Dh ^   585 E ir r*r r        FE       tttttttttttttttttttt  a                        a
!aF  F  h h  wwwA   r rrr r      E D                              a      Uiat
!aaaaaaaaaawwwwwwaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa

$D2 E0 T20   M0 N05 lev6  wyrznij wszystkich...."nawalanka"
!aaaaataaaaaaaaaaaaaaaaaaaaaaaataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
!a    t E E   E E   F    E     t          E      D                a
!a E  tt F FFE F DDE E FD      tt       E  D EF F  D              a
!a   D t  D  DEDrE FFGE  F      t      ED F E  D EF   F           a
!a FF  t  E F  Eroio D ED E     t        D F FE E  D              a
!a   E t   F FDDr### rE  F      t       F  D   D F  E         ttttt
!a D   tt D E F r... r         tt         FE DE E E          tt   a
!a  F D t  E D Frrrrrr         t        E   F  F h          tt    a
!aE  E  t D FF                 t   ttttt     D  .u.        tt     a
!a  F D tt F  E               tttttt   ttt       .      tttt      a
!aEF  D  t  E         www    tte #Z#E F  tt            ttE D F    a
!a  E  F ti         wwwwww   t  EZEF D D  tttt        tt  D E D   a
!aF  ED  t         wwwwwww   t   D EF  EF    tttttt itt FF EF     a
!a D F  tt      D  wwwwwwww  t    F F E DE F      tttt D  E  FE   a
!a  E D t=          wwwwwww  t  D  E D D  D  ED F    tttt  D      a
!a E F  t         F  wwww   tt    E E  F E FE  E  F     tt  F     a
!a  D E t             ww    t        FF E D  D  DE       ttt      a
!aFF E  t      :            t  F       E   F  FF    F      ttt    a
!a E D  tt  z 0 :           tt    E F   EF  E                tttttt
!a  F E  t        :y         t FD  F D     g  D      Y            a
!a F E F t   z:  ;           t   E DE  E           h h h          a
!a DD F  tt     : : y        t E D  F F  F         X . X          a
!a  E  E  t    9        D  D t  F DE D EF                         a
!a   DD   tt           F EF  tDE F DF D  E                       aa
!a  F   D  t      E   F E   tttt  E  E F                          a
!a E  EF   t    D   F D  D tte ttt DF E                       G   a
!a   D  FD tt F  E D E FEW tWD   tt E F          D                a
!a  EF E# F t  E# E FE E DWt WEF  tt D   F   E F            G     a
!a    F  DW t  WFD D  E F tt E  D  ttttt    D F E D             F a
!a  E  DE F#tt#E   F D   tt   FE FE    tt    ED F  E       FE D   a
!a D  E  E D t  DE  E F tt  F D D  F D  tttD F E DD      DE  D E  a
!a   F D  F  t F  E ttttt    EF  ED E E     E F E  F F  E FFE F E a
!a    E  D E tt ED tt    F D   ED  F D    EF DE  F    EF D E F ED a
!a   F FE FF  tt Ftt    E   F E   ED   F D  F FD    E DEE     E F a
!a    D  D  E  tttt                    ED EF E     F E D   l#  D  a
!a     E  D  ttt it            D   E DF  F  F     E D F   jZj   FEa
!a   F   ttttt E  tt   Z  Z         F  E  ED E     D F    m.b  E  a
!a     ttt   FF  D tttZ            D E  DF  E      EF  E        D a
!a  tttt   E D D EE  ttY              F   E       F               a
!tttt     E  F  F  F  t                  F                        a
!a     D   FD EF  D   t  F                             www        a
!a        F  D  EF   tt                                wwwwww     a
!a          F F D E tt          G a        X U       wwwwwwww     a
!a       E   E E F  t           a       #     #     wwwwwwwww     a
!a        DF ED F D t G            a      Z Z       wwwwwwww      a
!a       D  E  F E  t            G         "         wwwwwww      a
!a        F  FD F  tti                    www         wwwww       a
!a      E  DF  E   t  D        a        wwwwww         www        a
!a       F   E  F tt E  F        G     wwwwwww                    a
!a        FE  ED tt D  E      F        wwwwwwwww                  a
!a       D  FD#  t F  F D       G      wwwwwwwww       n          a
!a        F D E  t #ED D                wwwwwww       d cd        a
!a       D E F# tt D  EFF                 wwww         cgn        a
!a      F E D FFt a  E                                 d          a
!a         DFE  t  a                                              a
